"paper_id","pattern_regex","example_file_1","example_file_2","example_file_3","llm_classification","detected_date"
"956797615595607","^FlowerInsectINCong[0-9]+-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^GenderStereoCong-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^GenderStereoCong[0-9]+-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^GenderStereoINCong-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^GenderStereoINCong[0-9]+-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceEvalCong-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceEvalCong[0-9]+-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceEvalINCong-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceEvalINCong[0-9]+-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceStereoCong-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceStereoCong[0-9]+-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceStereoINCong-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceStereoINCong[0-9]+-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^ShoesAthleticCong-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^ShoesAthleticCong[0-9]+-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^ShoesAthleticINCong-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^ShoesAthleticINCong[0-9]+-RA[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-RA0516-2014-01-29-12-08.txt","FlowerInsectCong-RA0626-2013-09-06-17-27.txt","FlowerInsectCong-RA0749-2013-10-21-16-59.txt","individual","2026-04-21 10:27:29"
"956797615595607","^FlowerInsectCong[0-9]+-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_074-2013-08-28-11-41.txt","FlowerInsectCong-MT_083-2015-02-24-12-00.txt","FlowerInsectCong-MT_141-2015-02-24-09-16.txt","individual","2026-04-21 10:27:29"
"956797615595607","^FlowerInsectINCong-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_074-2013-08-28-11-41.txt","FlowerInsectCong-MT_083-2015-02-24-12-00.txt","FlowerInsectCong-MT_141-2015-02-24-09-16.txt","individual","2026-04-21 10:27:29"
"956797615595607","^GenderStereoINCong-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_074-2013-08-28-11-41.txt","FlowerInsectCong-MT_083-2015-02-24-12-00.txt","FlowerInsectCong-MT_141-2015-02-24-09-16.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceEvalCong-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_074-2013-08-28-11-41.txt","FlowerInsectCong-MT_083-2015-02-24-12-00.txt","FlowerInsectCong-MT_141-2015-02-24-09-16.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceEvalCong[0-9]+-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_074-2013-08-28-11-41.txt","FlowerInsectCong-MT_083-2015-02-24-12-00.txt","FlowerInsectCong-MT_141-2015-02-24-09-16.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceEvalINCong[0-9]+-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_074-2013-08-28-11-41.txt","FlowerInsectCong-MT_083-2015-02-24-12-00.txt","FlowerInsectCong-MT_141-2015-02-24-09-16.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceStereoCong-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_074-2013-08-28-11-41.txt","FlowerInsectCong-MT_083-2015-02-24-12-00.txt","FlowerInsectCong-MT_141-2015-02-24-09-16.txt","individual","2026-04-21 10:27:29"
"956797615595607","^ShoesAthleticCong-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_074-2013-08-28-11-41.txt","FlowerInsectCong-MT_083-2015-02-24-12-00.txt","FlowerInsectCong-MT_141-2015-02-24-09-16.txt","individual","2026-04-21 10:27:29"
"956797615595607","^FlowerInsectCong-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"956797615595607","^FlowerInsectINCong[0-9]+-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"956797615595607","^GenderStereoCong-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"956797615595607","^GenderStereoCong[0-9]+-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"956797615595607","^GenderStereoINCong[0-9]+-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceEvalINCong-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceStereoCong[0-9]+-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceStereoINCong-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"956797615595607","^RaceStereoINCong[0-9]+-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"956797615595607","^ShoesAthleticCong[0-9]+-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"956797615595607","^ShoesAthleticINCong-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"956797615595607","^ShoesAthleticINCong[0-9]+-MT_[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+-[0-9]+\.txt$","FlowerInsectCong-MT_007-2013-08-06-15-02.txt","FlowerInsectCong-MT_009-2014-02-05-14-36.txt","FlowerInsectCong-MT_024-2015-02-25-10-41.txt","individual","2026-04-21 10:27:29"
"9567976211055376","^inter_close_data[0-9]+_[0-9]+\.mat$","inter_close_data2_00.mat","inter_close_data2_03.mat","inter_close_data2_04.mat","individual","2026-04-21 10:39:58"
"956797617698226","^[0-9]+_RTTask_SyllablePiloting_Voice[0-9]+\.txt$","1_RTTask_SyllablePiloting_Voice1.txt","1_RTTask_SyllablePiloting_Voice2.txt","10_RTTask_SyllablePiloting_Voice1.txt","individual","2026-04-21 10:42:24"
"956797617737128","^[0-9]+\.txt$","1001.txt","1002.txt","1003.txt","individual","2026-04-21 10:47:41"
"956797617713053","^causality_[0-9]+\.mat$","causality_1.mat","causality_10.mat","causality_11.mat","individual","2026-04-21 10:50:34"
"956797617713053","^counterfactuals_[0-9]+\.mat$","causality_1.mat","causality_10.mat","causality_11.mat","individual","2026-04-21 10:50:34"
"956797617713053","^observations_[0-9]+\.mat$","causality_1.mat","causality_10.mat","causality_11.mat","individual","2026-04-21 10:50:34"
"956797617713053","^causality_[0-9]+_df.long\.csv$","causality_1_df.long.csv","causality_1_df.participants.csv","causality_10_df.long.csv","individual","2026-04-21 10:50:34"
"956797617713053","^causality_[0-9]+_df.participants\.csv$","causality_1_df.long.csv","causality_1_df.participants.csv","causality_10_df.long.csv","individual","2026-04-21 10:50:34"
"956797617713053","^counterfactuals_[0-9]+_df.long\.csv$","causality_1_df.long.csv","causality_1_df.participants.csv","causality_10_df.long.csv","individual","2026-04-21 10:50:34"
"956797617713053","^counterfactuals_[0-9]+_df.participants\.csv$","causality_1_df.long.csv","causality_1_df.participants.csv","causality_10_df.long.csv","individual","2026-04-21 10:50:34"
"956797617713053","^observations_[0-9]+_df.long\.csv$","causality_1_df.long.csv","causality_1_df.participants.csv","causality_10_df.long.csv","individual","2026-04-21 10:50:34"
"956797617713053","^observations_[0-9]+_df.participants\.csv$","causality_1_df.long.csv","causality_1_df.participants.csv","causality_10_df.long.csv","individual","2026-04-21 10:50:34"
"956797617748959","^s[0-9]+.[0-9]+.Imagery_Adpt_Exper_[0-9]+_Dec_[0-9]+_[0-9]+\.txt$","s001.1.Imagery_Adpt_Exper_2015_Dec_02_1319.txt","s001.2.Imagery_Adpt_Exper_2015_Dec_02_1329.txt","s001.3.Imagery_Adpt_Exper_2015_Dec_02_1339.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.PreTest.Real_Adpt_Exper_[0-9]+_Dec_[0-9]+_[0-9]+\.txt$","s001.1.Imagery_Adpt_Exper_2015_Dec_02_1319.txt","s001.2.Imagery_Adpt_Exper_2015_Dec_02_1329.txt","s001.3.Imagery_Adpt_Exper_2015_Dec_02_1339.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.[0-9]+.Imagery_Adpt_Exper_[0-9]+_Feb_[0-9]+_[0-9]+\.txt$","s001.1.Imagery_Adpt_Exper_2015_Dec_02_1319.txt","s001.2.Imagery_Adpt_Exper_2015_Dec_02_1329.txt","s001.3.Imagery_Adpt_Exper_2015_Dec_02_1339.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+_combined_eye_data\.txt$","s001_combined_eye_data.txt","s002_combined_eye_data.txt","s003_combined_eye_data.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.[0-9]+.Real_Adpt_Exper_[0-9]+_Nov_[0-9]+_[0-9]+\.txt$","s001.1.Real_Adpt_Exper_2015_Nov_19_1319.txt","s001.2.Real_Adpt_Exper_2015_Nov_19_1330.txt","s001.3.Real_Adpt_Exper_2015_Nov_19_1340.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.PreTest.Real_Adpt_Exper_[0-9]+_Nov_[0-9]+_[0-9]+\.txt$","s001.1.Real_Adpt_Exper_2015_Nov_19_1319.txt","s001.2.Real_Adpt_Exper_2015_Nov_19_1330.txt","s001.3.Real_Adpt_Exper_2015_Nov_19_1340.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.[0-9]+.Real_Adpt_Exper_[0-9]+_Dec_[0-9]+_[0-9]+\.txt$","s001.1.Real_Adpt_Exper_2015_Nov_19_1319.txt","s001.2.Real_Adpt_Exper_2015_Nov_19_1330.txt","s001.3.Real_Adpt_Exper_2015_Nov_19_1340.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.[0-9]+.Real_Adpt_Exper_[0-9]+_Feb_[0-9]+_[0-9]+\.txt$","s001.1.Real_Adpt_Exper_2015_Nov_19_1319.txt","s001.2.Real_Adpt_Exper_2015_Nov_19_1330.txt","s001.3.Real_Adpt_Exper_2015_Nov_19_1340.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.[0-9]+.Imagery_Adpt_Exper_[0-9]+_Mar_[0-9]+_[0-9]+\.txt$","s001.1.Imagery_Adpt_Exper_2016_Mar_08_1428.txt","s001.2.Imagery_Adpt_Exper_2016_Mar_08_1438.txt","s001.3.Imagery_Adpt_Exper_2016_Mar_08_1448.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.PreTest.Imagery_Adpt_Async_Control_[0-9]+_Mar_[0-9]+_[0-9]+\.txt$","s001.1.Imagery_Adpt_Exper_2016_Mar_08_1428.txt","s001.2.Imagery_Adpt_Exper_2016_Mar_08_1438.txt","s001.3.Imagery_Adpt_Exper_2016_Mar_08_1448.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.[0-9]+.Real_Adpt_Async_Control_[0-9]+_Feb_[0-9]+_[0-9]+\.txt$","s001.1.Real_Adpt_Async_Control_2016_Feb_17_1117.txt","s001.2.Real_Adpt_Async_Control_2016_Feb_17_1127.txt","s001.3.Real_Adpt_Async_Control_2016_Feb_17_1137.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.PreTest.Real_Adpt_Async_Control_[0-9]+_Feb_[0-9]+_[0-9]+\.txt$","s001.1.Real_Adpt_Async_Control_2016_Feb_17_1117.txt","s001.2.Real_Adpt_Async_Control_2016_Feb_17_1127.txt","s001.3.Real_Adpt_Async_Control_2016_Feb_17_1137.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.[0-9]+.Real_Adpt_Async_Control_[0-9]+_Mar_[0-9]+_[0-9]+\.txt$","s001.1.Real_Adpt_Async_Control_2016_Feb_17_1117.txt","s001.2.Real_Adpt_Async_Control_2016_Feb_17_1127.txt","s001.3.Real_Adpt_Async_Control_2016_Feb_17_1137.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.[0-9]+.Imagery_Adpt_[0-9]+_[0-9]+_Jul_[0-9]+_[0-9]+\.txt$","s001.1.Imagery_Adpt_3_2016_Mar_24_1425.txt","s001.2.Imagery_Adpt_3_2016_Mar_24_1435.txt","s001.3.Imagery_Adpt_3_2016_Mar_24_1447.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.PreTest.Imagery_Adpt_[0-9]+_[0-9]+_Jul_[0-9]+_[0-9]+\.txt$","s001.1.Imagery_Adpt_3_2016_Mar_24_1425.txt","s001.2.Imagery_Adpt_3_2016_Mar_24_1435.txt","s001.3.Imagery_Adpt_3_2016_Mar_24_1447.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.[0-9]+.Imagery_Adpt_[0-9]+_[0-9]+_Sep_[0-9]+_[0-9]+\.txt$","s001.1.Imagery_Adpt_3_2016_Mar_24_1425.txt","s001.2.Imagery_Adpt_3_2016_Mar_24_1435.txt","s001.3.Imagery_Adpt_3_2016_Mar_24_1447.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.[0-9]+.Real_Adpt_[0-9]+_[0-9]+_Sep_[0-9]+_[0-9]+\.txt$","s001.1.Real_Adpt_3_2016_Sep_15_1535.txt","s001.2.Real_Adpt_3_2016_Sep_15_1548.txt","s001.3.Real_Adpt_3_2016_Sep_15_1601.txt","individual","2026-04-21 10:53:13"
"956797617748959","^s[0-9]+.PreTest.Imagery_Adpt_[0-9]+_[0-9]+_Sep_[0-9]+_[0-9]+\.txt$","s001.1.Real_Adpt_3_2016_Sep_15_1535.txt","s001.2.Real_Adpt_3_2016_Sep_15_1548.txt","s001.3.Real_Adpt_3_2016_Sep_15_1601.txt","individual","2026-04-21 10:53:13"
"956797617692107","^BDH_[0-9]+_[0-9]+_[0-9]+_[0-9]+_[0-9]+_polar\.csv$","BDH_01_1_7_12112_22102014_polar.csv","BDH_01_10_7_12175_22102014_polar.csv","BDH_01_11_7_12188_22102014_polar.csv","individual","2026-04-21 10:55:09"
"9567976221082940","^[0-9]+_data_PICCBI_PARTICIPANT_SESSION_[0-9]+-[0-9]+-[0-9]+_[0-9]+h[0-9]+.[0-9]+.[0-9]+\.csv$","001_data_PICCBI_PARTICIPANT_SESSION_2020-10-05_10h51.03.11.csv","002_data_PICCBI_PARTICIPANT_SESSION_2020-10-06_18h57.05.382.csv","003_data_PICCBI_PARTICIPANT_SESSION_2020-10-06_23h29.59.938.csv","individual","2026-04-21 11:04:57"
"9567976221082940","^[0-9]+_data_prol_piccbi_PARTICIPANT_SESSION_[0-9]+-[0-9]+-[0-9]+_[0-9]+h[0-9]+.[0-9]+.[0-9]+\.csv$","001_data_PICCBI_PARTICIPANT_SESSION_2020-10-05_10h51.03.11.csv","002_data_PICCBI_PARTICIPANT_SESSION_2020-10-06_18h57.05.382.csv","003_data_PICCBI_PARTICIPANT_SESSION_2020-10-06_23h29.59.938.csv","individual","2026-04-21 11:04:57"
"9567976221082940","^[0-9]+_data_prolific_PICCBI_PARTICIPANT_SESSION_[0-9]+-[0-9]+-[0-9]+_[0-9]+h[0-9]+.[0-9]+.[0-9]+\.csv$","001_data_PICCBI_PARTICIPANT_SESSION_2020-10-05_10h51.03.11.csv","002_data_PICCBI_PARTICIPANT_SESSION_2020-10-06_18h57.05.382.csv","003_data_PICCBI_PARTICIPANT_SESSION_2020-10-06_23h29.59.938.csv","individual","2026-04-21 11:04:57"
"956797620970548","^Subject f_Preprocessed_[0-9]+\.adicht$","Subject f_Preprocessed_101.adicht","Subject f_Preprocessed_102.adicht","Subject f_Preprocessed_103.adicht","individual","2026-04-21 11:17:36"
"956797620970548","^Subject [0-9]+ Temp\.txt$","Subject 1 Temp.txt","Subject 10 Temp.txt","Subject 11 Temp.txt","individual","2026-04-21 11:17:36"
"956797620970548","^Primer Task Subject [0-9]+\.txt$","Primer Task Subject 1.txt","Primer Task Subject 10.txt","Primer Task Subject 11.txt","individual","2026-04-21 11:17:36"
"956797620970548","^Receiver MRI [0-9]+\.txt$","Receiver MRI 1.txt","Receiver MRI 10.txt","Receiver MRI 11.txt","individual","2026-04-21 11:17:36"
"956797620970548","^Subject [0-9]+ MRI\.adicht$","Subject 1 MRI.adicht","Subject 10 MRI.adicht","Subject 11 MRI.adicht","individual","2026-04-21 11:17:36"
"9567976231173902","^subject-[0-9]+\.csv$","subject-1.csv","subject-10.csv","subject-11.csv","individual","2026-04-21 11:20:00"
"9567976231173902","^db[0-9]+\.csv$","db1.csv","db10.csv","db100.csv","individual","2026-04-21 11:20:00"
"956797620903718","^Study_LTM_[0-9]+\.mat$","Study_LTM_10.mat","Study_LTM_11.mat","Study_LTM_12.mat","individual","2026-04-21 11:22:36"
